"chack","bank_account"
"uniqueid_8579 x Rwanda","No"
"uniqueid_8580 x Rwanda","No"
"uniqueid_8581 x Rwanda","No"
"uniqueid_8582 x Rwanda","No"
"uniqueid_8583 x Rwanda","No"
"uniqueid_8584 x Rwanda","No"
"uniqueid_8586 x Rwanda","No"
"uniqueid_8587 x Rwanda","No"
"uniqueid_8588 x Rwanda","No"
"uniqueid_8589 x Rwanda","No"
"uniqueid_8590 x Rwanda","No"
"uniqueid_8591 x Rwanda","No"
"uniqueid_8593 x Rwanda","No"
"uniqueid_8594 x Rwanda","No"
"uniqueid_8595 x Rwanda","No"
"uniqueid_8596 x Rwanda","No"
"uniqueid_8597 x Rwanda","No"
"uniqueid_8598 x Rwanda","No"
"uniqueid_8599 x Rwanda","No"
"uniqueid_8600 x Rwanda","No"
"uniqueid_8601 x Rwanda","No"
"uniqueid_8602 x Rwanda","No"
"uniqueid_8603 x Rwanda","No"
"uniqueid_8604 x Rwanda","No"
"uniqueid_8606 x Rwanda","No"
"uniqueid_8607 x Rwanda","No"
"uniqueid_8608 x Rwanda","No"
"uniqueid_8609 x Rwanda","No"
"uniqueid_8610 x Rwanda","No"
"uniqueid_8611 x Rwanda","No"
"uniqueid_8613 x Rwanda","No"
"uniqueid_8614 x Rwanda","No"
"uniqueid_8615 x Rwanda","No"
"uniqueid_8616 x Rwanda","No"
"uniqueid_8617 x Rwanda","No"
"uniqueid_8618 x Rwanda","No"
"uniqueid_8619 x Rwanda","No"
"uniqueid_8621 x Rwanda","No"
"uniqueid_8622 x Rwanda","No"
"uniqueid_8623 x Rwanda","No"
"uniqueid_8624 x Rwanda","No"
"uniqueid_8625 x Rwanda","No"
"uniqueid_8626 x Rwanda","No"
"uniqueid_8629 x Rwanda","No"
"uniqueid_8630 x Rwanda","No"
"uniqueid_8631 x Rwanda","No"
"uniqueid_8632 x Rwanda","No"
"uniqueid_8634 x Rwanda","No"
"uniqueid_8635 x Rwanda","No"
"uniqueid_8636 x Rwanda","No"
"uniqueid_8638 x Rwanda","No"
"uniqueid_8639 x Rwanda","No"
"uniqueid_8640 x Rwanda","No"
"uniqueid_8641 x Rwanda","No"
"uniqueid_8642 x Rwanda","No"
"uniqueid_8643 x Rwanda","No"
"uniqueid_8644 x Rwanda","No"
"uniqueid_8645 x Rwanda","No"
"uniqueid_8646 x Rwanda","No"
"uniqueid_8647 x Rwanda","No"
"uniqueid_8648 x Rwanda","No"
"uniqueid_8649 x Rwanda","No"
"uniqueid_8651 x Rwanda","No"
"uniqueid_8652 x Rwanda","No"
"uniqueid_8653 x Rwanda","No"
"uniqueid_8654 x Rwanda","No"
"uniqueid_8655 x Rwanda","No"
"uniqueid_8656 x Rwanda","No"
"uniqueid_8657 x Rwanda","No"
"uniqueid_8658 x Rwanda","No"
"uniqueid_8659 x Rwanda","No"
"uniqueid_8660 x Rwanda","No"
"uniqueid_8661 x Rwanda","No"
"uniqueid_8662 x Rwanda","No"
"uniqueid_8663 x Rwanda","No"
"uniqueid_8665 x Rwanda","No"
"uniqueid_8667 x Rwanda","No"
"uniqueid_8668 x Rwanda","No"
"uniqueid_8669 x Rwanda","No"
"uniqueid_8671 x Rwanda","No"
"uniqueid_8673 x Rwanda","No"
"uniqueid_8674 x Rwanda","No"
"uniqueid_8675 x Rwanda","No"
"uniqueid_8676 x Rwanda","No"
"uniqueid_8677 x Rwanda","No"
"uniqueid_8678 x Rwanda","No"
"uniqueid_8679 x Rwanda","No"
"uniqueid_8680 x Rwanda","No"
"uniqueid_8681 x Rwanda","No"
"uniqueid_8682 x Rwanda","No"
"uniqueid_8683 x Rwanda","No"
"uniqueid_8684 x Rwanda","No"
"uniqueid_8685 x Rwanda","No"
"uniqueid_8686 x Rwanda","No"
"uniqueid_8687 x Rwanda","No"
"uniqueid_8688 x Rwanda","No"
"uniqueid_8689 x Rwanda","No"
"uniqueid_8690 x Rwanda","No"
"uniqueid_8691 x Rwanda","No"
"uniqueid_8692 x Rwanda","No"
"uniqueid_8693 x Rwanda","No"
"uniqueid_8695 x Rwanda","No"
"uniqueid_8696 x Rwanda","No"
"uniqueid_8697 x Rwanda","No"
"uniqueid_8698 x Rwanda","No"
"uniqueid_8699 x Rwanda","No"
"uniqueid_8700 x Rwanda","No"
"uniqueid_8701 x Rwanda","No"
"uniqueid_8702 x Rwanda","No"
"uniqueid_8703 x Rwanda","No"
"uniqueid_8704 x Rwanda","No"
"uniqueid_8706 x Rwanda","No"
"uniqueid_8707 x Rwanda","No"
"uniqueid_8708 x Rwanda","No"
"uniqueid_8709 x Rwanda","No"
"uniqueid_8710 x Rwanda","No"
"uniqueid_8711 x Rwanda","No"
"uniqueid_8712 x Rwanda","No"
"uniqueid_8713 x Rwanda","No"
"uniqueid_8714 x Rwanda","No"
"uniqueid_8716 x Rwanda","No"
"uniqueid_8718 x Rwanda","No"
"uniqueid_8719 x Rwanda","No"
"uniqueid_8720 x Rwanda","No"
"uniqueid_8721 x Rwanda","No"
"uniqueid_8722 x Rwanda","No"
"uniqueid_8723 x Rwanda","No"
"uniqueid_8724 x Rwanda","No"
"uniqueid_8725 x Rwanda","No"
"uniqueid_8726 x Rwanda","No"
"uniqueid_8727 x Rwanda","No"
"uniqueid_8728 x Rwanda","No"
"uniqueid_8729 x Rwanda","No"
"uniqueid_8730 x Rwanda","No"
"uniqueid_8731 x Rwanda","No"
"uniqueid_8732 x Rwanda","No"
"uniqueid_8733 x Rwanda","No"
"uniqueid_8734 x Rwanda","No"
"uniqueid_8735 x Rwanda","No"
"uniqueid_8736 x Rwanda","No"
"uniqueid_8737 x Rwanda","No"
"uniqueid_8738 x Rwanda","No"
"uniqueid_8740 x Rwanda","No"
"uniqueid_8741 x Rwanda","No"
"uniqueid_8743 x Rwanda","No"
"uniqueid_8744 x Rwanda","No"
"uniqueid_8745 x Rwanda","No"
"uniqueid_8747 x Rwanda","No"
"uniqueid_8748 x Rwanda","No"
"uniqueid_8749 x Rwanda","No"
"uniqueid_8750 x Rwanda","No"
"uniqueid_8751 x Rwanda","No"
"uniqueid_8752 x Rwanda","No"
"uniqueid_8753 x Rwanda","No"
"uniqueid_8754 x Rwanda","No"
"uniqueid_8755 x Rwanda","No"
"uniqueid_8756 x Rwanda","No"
"uniqueid_8757 x Rwanda","No"
"uniqueid_8758 x Rwanda","No"
"uniqueid_8759 x Rwanda","No"
"uniqueid_1 x Tanzania","No"
"uniqueid_2 x Tanzania","No"
"uniqueid_3 x Tanzania","No"
"uniqueid_4 x Tanzania","No"
"uniqueid_5 x Tanzania","Yes"
"uniqueid_6 x Tanzania","No"
"uniqueid_7 x Tanzania","No"
"uniqueid_8 x Tanzania","No"
"uniqueid_9 x Tanzania","No"
"uniqueid_10 x Tanzania","No"
"uniqueid_11 x Tanzania","No"
"uniqueid_12 x Tanzania","No"
"uniqueid_13 x Tanzania","No"
"uniqueid_14 x Tanzania","No"
"uniqueid_15 x Tanzania","No"
"uniqueid_16 x Tanzania","No"
"uniqueid_17 x Tanzania","No"
"uniqueid_18 x Tanzania","No"
"uniqueid_19 x Tanzania","No"
"uniqueid_20 x Tanzania","No"
"uniqueid_21 x Tanzania","No"
"uniqueid_22 x Tanzania","No"
"uniqueid_23 x Tanzania","No"
"uniqueid_24 x Tanzania","No"
"uniqueid_25 x Tanzania","No"
"uniqueid_26 x Tanzania","No"
"uniqueid_27 x Tanzania","No"
"uniqueid_28 x Tanzania","No"
"uniqueid_29 x Tanzania","No"
"uniqueid_30 x Tanzania","No"
"uniqueid_31 x Tanzania","No"
"uniqueid_32 x Tanzania","No"
"uniqueid_33 x Tanzania","No"
"uniqueid_34 x Tanzania","No"
"uniqueid_35 x Tanzania","No"
"uniqueid_36 x Tanzania","No"
"uniqueid_37 x Tanzania","No"
"uniqueid_38 x Tanzania","No"
"uniqueid_39 x Tanzania","Yes"
"uniqueid_40 x Tanzania","Yes"
"uniqueid_41 x Tanzania","No"
"uniqueid_42 x Tanzania","No"
"uniqueid_43 x Tanzania","No"
"uniqueid_44 x Tanzania","No"
"uniqueid_45 x Tanzania","No"
"uniqueid_46 x Tanzania","No"
"uniqueid_47 x Tanzania","No"
"uniqueid_48 x Tanzania","No"
"uniqueid_49 x Tanzania","No"
"uniqueid_50 x Tanzania","No"
"uniqueid_51 x Tanzania","No"
"uniqueid_52 x Tanzania","No"
"uniqueid_53 x Tanzania","No"
"uniqueid_54 x Tanzania","No"
"uniqueid_55 x Tanzania","No"
"uniqueid_56 x Tanzania","Yes"
"uniqueid_57 x Tanzania","No"
"uniqueid_58 x Tanzania","No"
"uniqueid_59 x Tanzania","No"
"uniqueid_60 x Tanzania","No"
"uniqueid_61 x Tanzania","No"
"uniqueid_62 x Tanzania","No"
"uniqueid_63 x Tanzania","No"
"uniqueid_64 x Tanzania","No"
"uniqueid_65 x Tanzania","No"
"uniqueid_66 x Tanzania","No"
"uniqueid_67 x Tanzania","No"
"uniqueid_68 x Tanzania","No"
"uniqueid_69 x Tanzania","No"
"uniqueid_70 x Tanzania","No"
"uniqueid_71 x Tanzania","No"
"uniqueid_72 x Tanzania","No"
"uniqueid_73 x Tanzania","Yes"
"uniqueid_74 x Tanzania","No"
"uniqueid_75 x Tanzania","Yes"
"uniqueid_76 x Tanzania","No"
"uniqueid_77 x Tanzania","No"
"uniqueid_78 x Tanzania","No"
"uniqueid_79 x Tanzania","No"
"uniqueid_80 x Tanzania","No"
"uniqueid_81 x Tanzania","No"
"uniqueid_82 x Tanzania","No"
"uniqueid_83 x Tanzania","No"
"uniqueid_84 x Tanzania","No"
"uniqueid_85 x Tanzania","No"
"uniqueid_86 x Tanzania","No"
"uniqueid_87 x Tanzania","No"
"uniqueid_88 x Tanzania","No"
"uniqueid_89 x Tanzania","No"
"uniqueid_90 x Tanzania","No"
"uniqueid_91 x Tanzania","No"
"uniqueid_92 x Tanzania","No"
"uniqueid_93 x Tanzania","No"
"uniqueid_94 x Tanzania","Yes"
"uniqueid_95 x Tanzania","No"
"uniqueid_96 x Tanzania","No"
"uniqueid_97 x Tanzania","No"
"uniqueid_98 x Tanzania","Yes"
"uniqueid_99 x Tanzania","No"
"uniqueid_100 x Tanzania","No"
"uniqueid_101 x Tanzania","No"
"uniqueid_102 x Tanzania","No"
"uniqueid_103 x Tanzania","No"
"uniqueid_104 x Tanzania","No"
"uniqueid_105 x Tanzania","No"
"uniqueid_106 x Tanzania","No"
"uniqueid_107 x Tanzania","No"
"uniqueid_108 x Tanzania","No"
"uniqueid_109 x Tanzania","No"
"uniqueid_110 x Tanzania","Yes"
"uniqueid_111 x Tanzania","No"
"uniqueid_112 x Tanzania","No"
"uniqueid_113 x Tanzania","No"
"uniqueid_114 x Tanzania","Yes"
"uniqueid_115 x Tanzania","No"
"uniqueid_116 x Tanzania","No"
"uniqueid_117 x Tanzania","No"
"uniqueid_118 x Tanzania","Yes"
"uniqueid_119 x Tanzania","No"
"uniqueid_120 x Tanzania","No"
"uniqueid_121 x Tanzania","No"
"uniqueid_122 x Tanzania","No"
"uniqueid_123 x Tanzania","No"
"uniqueid_124 x Tanzania","No"
"uniqueid_125 x Tanzania","No"
"uniqueid_126 x Tanzania","No"
"uniqueid_127 x Tanzania","No"
"uniqueid_128 x Tanzania","No"
"uniqueid_129 x Tanzania","No"
"uniqueid_130 x Tanzania","No"
"uniqueid_131 x Tanzania","No"
"uniqueid_132 x Tanzania","No"
"uniqueid_133 x Tanzania","No"
"uniqueid_134 x Tanzania","No"
"uniqueid_135 x Tanzania","No"
"uniqueid_136 x Tanzania","No"
"uniqueid_137 x Tanzania","No"
"uniqueid_138 x Tanzania","No"
"uniqueid_139 x Tanzania","No"
"uniqueid_140 x Tanzania","No"
"uniqueid_141 x Tanzania","No"
"uniqueid_142 x Tanzania","No"
"uniqueid_143 x Tanzania","Yes"
"uniqueid_144 x Tanzania","No"
"uniqueid_145 x Tanzania","No"
"uniqueid_146 x Tanzania","No"
"uniqueid_147 x Tanzania","Yes"
"uniqueid_148 x Tanzania","Yes"
"uniqueid_149 x Tanzania","No"
"uniqueid_150 x Tanzania","No"
"uniqueid_151 x Tanzania","No"
"uniqueid_152 x Tanzania","No"
"uniqueid_153 x Tanzania","No"
"uniqueid_154 x Tanzania","No"
"uniqueid_155 x Tanzania","No"
"uniqueid_156 x Tanzania","No"
"uniqueid_157 x Tanzania","No"
"uniqueid_158 x Tanzania","Yes"
"uniqueid_159 x Tanzania","No"
"uniqueid_160 x Tanzania","Yes"
"uniqueid_161 x Tanzania","No"
"uniqueid_162 x Tanzania","No"
"uniqueid_163 x Tanzania","No"
"uniqueid_164 x Tanzania","No"
"uniqueid_165 x Tanzania","No"
"uniqueid_166 x Tanzania","No"
"uniqueid_167 x Tanzania","No"
"uniqueid_168 x Tanzania","No"
"uniqueid_169 x Tanzania","No"
"uniqueid_170 x Tanzania","No"
"uniqueid_171 x Tanzania","No"
"uniqueid_172 x Tanzania","No"
"uniqueid_173 x Tanzania","No"
"uniqueid_174 x Tanzania","No"
"uniqueid_175 x Tanzania","No"
"uniqueid_176 x Tanzania","No"
"uniqueid_177 x Tanzania","No"
"uniqueid_178 x Tanzania","No"
"uniqueid_179 x Tanzania","No"
"uniqueid_180 x Tanzania","No"
"uniqueid_181 x Tanzania","No"
"uniqueid_182 x Tanzania","No"
"uniqueid_183 x Tanzania","No"
"uniqueid_184 x Tanzania","No"
"uniqueid_185 x Tanzania","No"
"uniqueid_186 x Tanzania","No"
"uniqueid_187 x Tanzania","No"
"uniqueid_188 x Tanzania","No"
"uniqueid_189 x Tanzania","No"
"uniqueid_190 x Tanzania","No"
"uniqueid_191 x Tanzania","No"
"uniqueid_192 x Tanzania","No"
"uniqueid_193 x Tanzania","No"
"uniqueid_194 x Tanzania","No"
"uniqueid_195 x Tanzania","No"
"uniqueid_196 x Tanzania","No"
"uniqueid_197 x Tanzania","No"
"uniqueid_198 x Tanzania","No"
"uniqueid_199 x Tanzania","No"
"uniqueid_200 x Tanzania","No"
"uniqueid_201 x Tanzania","Yes"
"uniqueid_202 x Tanzania","No"
"uniqueid_203 x Tanzania","No"
"uniqueid_204 x Tanzania","Yes"
"uniqueid_205 x Tanzania","No"
"uniqueid_206 x Tanzania","No"
"uniqueid_207 x Tanzania","No"
"uniqueid_208 x Tanzania","No"
"uniqueid_209 x Tanzania","No"
"uniqueid_210 x Tanzania","No"
"uniqueid_211 x Tanzania","No"
"uniqueid_212 x Tanzania","No"
"uniqueid_213 x Tanzania","Yes"
"uniqueid_214 x Tanzania","No"
"uniqueid_215 x Tanzania","No"
"uniqueid_216 x Tanzania","No"
"uniqueid_217 x Tanzania","No"
"uniqueid_218 x Tanzania","No"
"uniqueid_219 x Tanzania","No"
"uniqueid_220 x Tanzania","No"
"uniqueid_221 x Tanzania","Yes"
"uniqueid_222 x Tanzania","No"
"uniqueid_223 x Tanzania","No"
"uniqueid_224 x Tanzania","Yes"
"uniqueid_225 x Tanzania","No"
"uniqueid_226 x Tanzania","No"
"uniqueid_227 x Tanzania","No"
"uniqueid_228 x Tanzania","No"
"uniqueid_229 x Tanzania","No"
"uniqueid_230 x Tanzania","No"
"uniqueid_231 x Tanzania","No"
"uniqueid_232 x Tanzania","No"
"uniqueid_233 x Tanzania","No"
"uniqueid_234 x Tanzania","No"
"uniqueid_235 x Tanzania","No"
"uniqueid_236 x Tanzania","No"
"uniqueid_237 x Tanzania","No"
"uniqueid_238 x Tanzania","No"
"uniqueid_239 x Tanzania","No"
"uniqueid_240 x Tanzania","No"
"uniqueid_241 x Tanzania","No"
"uniqueid_242 x Tanzania","No"
"uniqueid_243 x Tanzania","No"
"uniqueid_244 x Tanzania","No"
"uniqueid_245 x Tanzania","No"
"uniqueid_246 x Tanzania","No"
"uniqueid_247 x Tanzania","No"
"uniqueid_248 x Tanzania","No"
"uniqueid_249 x Tanzania","No"
"uniqueid_250 x Tanzania","No"
"uniqueid_251 x Tanzania","No"
"uniqueid_252 x Tanzania","No"
"uniqueid_253 x Tanzania","No"
"uniqueid_254 x Tanzania","No"
"uniqueid_255 x Tanzania","No"
"uniqueid_256 x Tanzania","No"
"uniqueid_257 x Tanzania","No"
"uniqueid_258 x Tanzania","No"
"uniqueid_259 x Tanzania","Yes"
"uniqueid_260 x Tanzania","No"
"uniqueid_261 x Tanzania","No"
"uniqueid_262 x Tanzania","No"
"uniqueid_263 x Tanzania","No"
"uniqueid_264 x Tanzania","No"
"uniqueid_265 x Tanzania","No"
"uniqueid_266 x Tanzania","No"
"uniqueid_267 x Tanzania","No"
"uniqueid_268 x Tanzania","No"
"uniqueid_269 x Tanzania","No"
"uniqueid_270 x Tanzania","No"
"uniqueid_271 x Tanzania","No"
"uniqueid_272 x Tanzania","No"
"uniqueid_273 x Tanzania","No"
"uniqueid_274 x Tanzania","No"
"uniqueid_275 x Tanzania","No"
"uniqueid_276 x Tanzania","No"
"uniqueid_277 x Tanzania","No"
"uniqueid_278 x Tanzania","No"
"uniqueid_279 x Tanzania","No"
"uniqueid_280 x Tanzania","No"
"uniqueid_281 x Tanzania","No"
"uniqueid_282 x Tanzania","No"
"uniqueid_283 x Tanzania","No"
"uniqueid_284 x Tanzania","No"
"uniqueid_285 x Tanzania","Yes"
"uniqueid_286 x Tanzania","No"
"uniqueid_287 x Tanzania","Yes"
"uniqueid_288 x Tanzania","No"
"uniqueid_289 x Tanzania","No"
"uniqueid_290 x Tanzania","No"
"uniqueid_291 x Tanzania","No"
"uniqueid_292 x Tanzania","No"
"uniqueid_293 x Tanzania","No"
"uniqueid_294 x Tanzania","No"
"uniqueid_295 x Tanzania","No"
"uniqueid_296 x Tanzania","No"
"uniqueid_297 x Tanzania","No"
"uniqueid_298 x Tanzania","No"
"uniqueid_299 x Tanzania","No"
"uniqueid_300 x Tanzania","No"
"uniqueid_301 x Tanzania","No"
"uniqueid_302 x Tanzania","No"
"uniqueid_303 x Tanzania","No"
"uniqueid_304 x Tanzania","No"
"uniqueid_305 x Tanzania","No"
"uniqueid_306 x Tanzania","No"
"uniqueid_307 x Tanzania","No"
"uniqueid_308 x Tanzania","No"
"uniqueid_309 x Tanzania","No"
"uniqueid_310 x Tanzania","No"
"uniqueid_311 x Tanzania","No"
"uniqueid_312 x Tanzania","No"
"uniqueid_313 x Tanzania","No"
"uniqueid_314 x Tanzania","No"
"uniqueid_315 x Tanzania","No"
"uniqueid_316 x Tanzania","No"
"uniqueid_317 x Tanzania","No"
"uniqueid_318 x Tanzania","No"
"uniqueid_319 x Tanzania","Yes"
"uniqueid_320 x Tanzania","No"
"uniqueid_321 x Tanzania","No"
"uniqueid_322 x Tanzania","No"
"uniqueid_323 x Tanzania","No"
"uniqueid_324 x Tanzania","No"
"uniqueid_325 x Tanzania","No"
"uniqueid_326 x Tanzania","No"
"uniqueid_327 x Tanzania","No"
"uniqueid_328 x Tanzania","No"
"uniqueid_329 x Tanzania","No"
"uniqueid_330 x Tanzania","No"
"uniqueid_331 x Tanzania","No"
"uniqueid_332 x Tanzania","No"
"uniqueid_333 x Tanzania","No"
"uniqueid_334 x Tanzania","No"
"uniqueid_335 x Tanzania","No"
"uniqueid_336 x Tanzania","No"
"uniqueid_337 x Tanzania","Yes"
"uniqueid_338 x Tanzania","No"
"uniqueid_339 x Tanzania","No"
"uniqueid_340 x Tanzania","No"
"uniqueid_341 x Tanzania","No"
"uniqueid_342 x Tanzania","No"
"uniqueid_343 x Tanzania","No"
"uniqueid_344 x Tanzania","Yes"
"uniqueid_345 x Tanzania","No"
"uniqueid_346 x Tanzania","No"
"uniqueid_347 x Tanzania","No"
"uniqueid_348 x Tanzania","No"
"uniqueid_349 x Tanzania","No"
"uniqueid_350 x Tanzania","No"
"uniqueid_351 x Tanzania","No"
"uniqueid_352 x Tanzania","No"
"uniqueid_353 x Tanzania","No"
"uniqueid_354 x Tanzania","No"
"uniqueid_355 x Tanzania","No"
"uniqueid_356 x Tanzania","No"
"uniqueid_357 x Tanzania","No"
"uniqueid_358 x Tanzania","No"
"uniqueid_359 x Tanzania","No"
"uniqueid_360 x Tanzania","No"
"uniqueid_361 x Tanzania","No"
"uniqueid_362 x Tanzania","No"
"uniqueid_363 x Tanzania","No"
"uniqueid_364 x Tanzania","No"
"uniqueid_365 x Tanzania","No"
"uniqueid_366 x Tanzania","Yes"
"uniqueid_367 x Tanzania","No"
"uniqueid_368 x Tanzania","No"
"uniqueid_369 x Tanzania","No"
"uniqueid_370 x Tanzania","No"
"uniqueid_371 x Tanzania","No"
"uniqueid_372 x Tanzania","No"
"uniqueid_373 x Tanzania","No"
"uniqueid_374 x Tanzania","No"
"uniqueid_375 x Tanzania","No"
"uniqueid_376 x Tanzania","Yes"
"uniqueid_377 x Tanzania","No"
"uniqueid_378 x Tanzania","No"
"uniqueid_379 x Tanzania","No"
"uniqueid_380 x Tanzania","No"
"uniqueid_381 x Tanzania","No"
"uniqueid_382 x Tanzania","No"
"uniqueid_383 x Tanzania","No"
"uniqueid_384 x Tanzania","Yes"
"uniqueid_385 x Tanzania","No"
"uniqueid_386 x Tanzania","No"
"uniqueid_387 x Tanzania","Yes"
"uniqueid_388 x Tanzania","No"
"uniqueid_389 x Tanzania","No"
"uniqueid_390 x Tanzania","No"
"uniqueid_391 x Tanzania","No"
"uniqueid_392 x Tanzania","No"
"uniqueid_393 x Tanzania","No"
"uniqueid_394 x Tanzania","No"
"uniqueid_395 x Tanzania","No"
"uniqueid_396 x Tanzania","No"
"uniqueid_397 x Tanzania","No"
"uniqueid_398 x Tanzania","No"
"uniqueid_399 x Tanzania","No"
"uniqueid_400 x Tanzania","No"
"uniqueid_401 x Tanzania","No"
"uniqueid_402 x Tanzania","No"
"uniqueid_403 x Tanzania","No"
"uniqueid_404 x Tanzania","No"
"uniqueid_405 x Tanzania","No"
"uniqueid_406 x Tanzania","No"
"uniqueid_407 x Tanzania","No"
"uniqueid_408 x Tanzania","Yes"
"uniqueid_409 x Tanzania","No"
"uniqueid_410 x Tanzania","No"
"uniqueid_411 x Tanzania","No"
"uniqueid_412 x Tanzania","No"
"uniqueid_413 x Tanzania","Yes"
"uniqueid_414 x Tanzania","No"
"uniqueid_415 x Tanzania","No"
"uniqueid_416 x Tanzania","No"
"uniqueid_417 x Tanzania","No"
"uniqueid_418 x Tanzania","No"
"uniqueid_419 x Tanzania","No"
"uniqueid_420 x Tanzania","No"
"uniqueid_421 x Tanzania","No"
"uniqueid_422 x Tanzania","No"
"uniqueid_423 x Tanzania","Yes"
"uniqueid_424 x Tanzania","No"
"uniqueid_425 x Tanzania","No"
"uniqueid_426 x Tanzania","No"
"uniqueid_427 x Tanzania","Yes"
"uniqueid_428 x Tanzania","No"
"uniqueid_429 x Tanzania","No"
"uniqueid_430 x Tanzania","Yes"
"uniqueid_431 x Tanzania","No"
"uniqueid_432 x Tanzania","No"
"uniqueid_433 x Tanzania","No"
"uniqueid_434 x Tanzania","No"
"uniqueid_435 x Tanzania","No"
"uniqueid_436 x Tanzania","No"
"uniqueid_437 x Tanzania","No"
"uniqueid_438 x Tanzania","No"
"uniqueid_439 x Tanzania","No"
"uniqueid_440 x Tanzania","No"
"uniqueid_441 x Tanzania","No"
"uniqueid_442 x Tanzania","No"
"uniqueid_443 x Tanzania","No"
"uniqueid_444 x Tanzania","No"
"uniqueid_445 x Tanzania","No"
"uniqueid_446 x Tanzania","No"
"uniqueid_447 x Tanzania","Yes"
"uniqueid_448 x Tanzania","No"
"uniqueid_449 x Tanzania","Yes"
"uniqueid_450 x Tanzania","No"
"uniqueid_451 x Tanzania","No"
"uniqueid_452 x Tanzania","No"
"uniqueid_453 x Tanzania","No"
"uniqueid_454 x Tanzania","No"
"uniqueid_455 x Tanzania","Yes"
"uniqueid_456 x Tanzania","No"
"uniqueid_457 x Tanzania","No"
"uniqueid_458 x Tanzania","No"
"uniqueid_459 x Tanzania","No"
"uniqueid_460 x Tanzania","No"
"uniqueid_461 x Tanzania","No"
"uniqueid_462 x Tanzania","No"
"uniqueid_463 x Tanzania","No"
"uniqueid_464 x Tanzania","No"
"uniqueid_465 x Tanzania","No"
"uniqueid_466 x Tanzania","Yes"
"uniqueid_467 x Tanzania","No"
"uniqueid_468 x Tanzania","No"
"uniqueid_469 x Tanzania","No"
"uniqueid_470 x Tanzania","No"
"uniqueid_471 x Tanzania","No"
"uniqueid_472 x Tanzania","Yes"
"uniqueid_473 x Tanzania","No"
"uniqueid_474 x Tanzania","No"
"uniqueid_475 x Tanzania","No"
"uniqueid_476 x Tanzania","No"
"uniqueid_477 x Tanzania","No"
"uniqueid_478 x Tanzania","No"
"uniqueid_479 x Tanzania","Yes"
"uniqueid_480 x Tanzania","No"
"uniqueid_481 x Tanzania","No"
"uniqueid_482 x Tanzania","No"
"uniqueid_483 x Tanzania","No"
"uniqueid_484 x Tanzania","No"
"uniqueid_485 x Tanzania","Yes"
"uniqueid_486 x Tanzania","No"
"uniqueid_487 x Tanzania","No"
"uniqueid_488 x Tanzania","No"
"uniqueid_489 x Tanzania","No"
"uniqueid_490 x Tanzania","No"
"uniqueid_491 x Tanzania","No"
"uniqueid_492 x Tanzania","No"
"uniqueid_493 x Tanzania","No"
"uniqueid_494 x Tanzania","No"
"uniqueid_495 x Tanzania","Yes"
"uniqueid_496 x Tanzania","No"
"uniqueid_497 x Tanzania","No"
"uniqueid_498 x Tanzania","No"
"uniqueid_499 x Tanzania","No"
"uniqueid_500 x Tanzania","No"
"uniqueid_501 x Tanzania","No"
"uniqueid_502 x Tanzania","No"
"uniqueid_503 x Tanzania","No"
"uniqueid_504 x Tanzania","No"
"uniqueid_505 x Tanzania","Yes"
"uniqueid_506 x Tanzania","No"
"uniqueid_507 x Tanzania","No"
"uniqueid_508 x Tanzania","No"
"uniqueid_509 x Tanzania","No"
"uniqueid_510 x Tanzania","No"
"uniqueid_511 x Tanzania","No"
"uniqueid_512 x Tanzania","No"
"uniqueid_513 x Tanzania","No"
"uniqueid_514 x Tanzania","No"
"uniqueid_515 x Tanzania","Yes"
"uniqueid_516 x Tanzania","Yes"
"uniqueid_517 x Tanzania","No"
"uniqueid_518 x Tanzania","No"
"uniqueid_519 x Tanzania","No"
"uniqueid_520 x Tanzania","No"
"uniqueid_521 x Tanzania","No"
"uniqueid_522 x Tanzania","No"
"uniqueid_523 x Tanzania","Yes"
"uniqueid_524 x Tanzania","No"
"uniqueid_525 x Tanzania","No"
"uniqueid_526 x Tanzania","No"
"uniqueid_527 x Tanzania","Yes"
"uniqueid_528 x Tanzania","No"
"uniqueid_529 x Tanzania","No"
"uniqueid_530 x Tanzania","No"
"uniqueid_531 x Tanzania","No"
"uniqueid_532 x Tanzania","No"
"uniqueid_533 x Tanzania","No"
"uniqueid_534 x Tanzania","No"
"uniqueid_535 x Tanzania","No"
"uniqueid_536 x Tanzania","No"
"uniqueid_537 x Tanzania","No"
"uniqueid_538 x Tanzania","No"
"uniqueid_539 x Tanzania","No"
"uniqueid_540 x Tanzania","No"
"uniqueid_541 x Tanzania","No"
"uniqueid_542 x Tanzania","No"
"uniqueid_543 x Tanzania","No"
"uniqueid_544 x Tanzania","No"
"uniqueid_545 x Tanzania","No"
"uniqueid_546 x Tanzania","No"
"uniqueid_547 x Tanzania","No"
"uniqueid_548 x Tanzania","No"
"uniqueid_549 x Tanzania","No"
"uniqueid_550 x Tanzania","No"
"uniqueid_551 x Tanzania","No"
"uniqueid_552 x Tanzania","No"
"uniqueid_553 x Tanzania","No"
"uniqueid_554 x Tanzania","No"
"uniqueid_555 x Tanzania","No"
"uniqueid_556 x Tanzania","No"
"uniqueid_557 x Tanzania","No"
"uniqueid_558 x Tanzania","No"
"uniqueid_559 x Tanzania","No"
"uniqueid_560 x Tanzania","No"
"uniqueid_561 x Tanzania","No"
"uniqueid_562 x Tanzania","No"
